"R0","amplitude","gamma","mu","sigma","rho","psi","S_0","E_0","I_0","R_0","LogLik"
31.1089480462761,0.323105672115434,73.05,0.104041829253565,45.66,0.575826799602199,0.906186591642132,0.434862173728221,0.001389091122442,7.31316280193124E-05,0.563675603521318,-4233.729398
31.1686365862506,0.323553243551343,73.05,0.102735549945158,45.66,0.57503163162245,0.908031119266232,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.732004
31.3071629693434,0.325252788429531,73.05,0.10905585644986,45.66,0.581760073790569,0.904249781423796,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.742598
31.21367944894,0.323294082631557,73.05,0.105118813496707,45.66,0.561486308720891,0.929185134293863,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.76382
31.2869325421835,0.327642390508138,73.05,0.106832752327208,45.66,0.584487074423184,0.903705337641728,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.770549
31.2591529933816,0.325534822221798,73.05,0.106531581683007,45.66,0.5960290309938,0.88370964859166,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.777609
31.1329618881755,0.321206781137327,73.05,0.104169041409454,45.66,0.572323565221605,0.908220805403031,0.716994640874387,0.001924897409624,5.33450336908809E-05,0.281027116682298,-4233.780306
31.0746142662029,0.322772405245449,73.05,0.103560514883358,45.66,0.575132661920891,0.906220460883445,0.495128541712342,0.00168191196966,0.000175688313072,0.503013858004926,-4233.782774
31.1884615757326,0.321186541033367,73.05,0.104898211636137,45.66,0.575286486514177,0.901722772876811,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.786336
31.0743754325203,0.322788403680518,73.05,0.103560415834075,45.66,0.576219400822547,0.90348561836566,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4233.799928
31.0768965674094,0.322920719591099,73.05,0.103637953342406,45.66,0.577485665404581,0.90311210947633,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4233.802716
31.0691427225334,0.322540681644228,73.05,0.10339574130712,45.66,0.57176798554909,0.910735118095442,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4233.806819
31.0722928261307,0.322709502907507,73.05,0.103492638099812,45.66,0.572544359767062,0.912520474549317,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4233.807582
31.1654545143355,0.323517798516581,73.05,0.104742476695299,45.66,0.56605369263595,0.933659285817945,0.716994673163304,0.001924897496309,5.33000024002958E-05,0.281027129337987,-4233.809481
31.0762689625878,0.322859334343297,73.05,0.10362164997993,45.66,0.579857932271922,0.894540216203624,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4233.83321
44.3591416209955,0.455815759762719,73.05,0.283402679039758,45.66,0.951465687606749,0.836701489331329,0.00519959689264,0.001718986732707,6.2401818195707E-05,0.993019014556457,-4233.841124
31.2289574142096,0.324103313277946,73.05,0.105603580506083,45.66,0.563788791543022,0.942663973220661,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.843854
31.0845466185651,0.323298593519484,73.05,0.103874429917762,45.66,0.583260522058627,0.89563320022277,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4233.852345
31.0703686090334,0.322636087499771,73.05,0.103430448192631,45.66,0.568883660211655,0.92164567929481,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4233.855023
31.0616026790072,0.322173241696834,73.05,0.10315721533347,45.66,0.566106916385238,0.918407344313037,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4233.863207
31.24467434931,0.32470036186005,73.05,0.106109976020217,45.66,0.59327819157286,0.870534363707796,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.86814
31.146578845179,0.323275479286518,73.05,0.101718366282334,45.66,0.573842327808676,0.908793151250885,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.88428
31.0782814196187,0.322934744881275,73.05,0.103687801726023,45.66,0.583576556238433,0.885683382379825,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4233.908602
31.3313545544984,0.325549826207361,73.05,0.110146415014359,45.66,0.582632793260903,0.904267787468613,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.910181
31.0684645642828,0.322564200165052,73.05,0.103368725143064,45.66,0.565216634758102,0.930862136087758,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4233.94113
31.2059180949424,0.322932353944999,73.05,0.104863484293819,45.66,0.555927038337516,0.93720518499992,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.941285
31.0921959010202,0.323687314499704,73.05,0.104104273588042,45.66,0.589093127279213,0.888328600829727,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4233.957128
31.1793111248686,0.324039687458954,73.05,0.105189201559047,45.66,0.591797629802704,0.870840872827367,0.716994673163304,0.001924897496309,5.33000024002958E-05,0.281027129337987,-4233.962953
31.0539239525098,0.321806859279129,73.05,0.102909093557564,45.66,0.560501897411126,0.926228292525642,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4233.970438
31.2666866297159,0.325927761512841,73.05,0.106750230720076,45.66,0.601989321303738,0.876649166177218,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4233.973036
31.2269551372513,0.324030006642169,73.05,0.105536811632502,45.66,0.560119018513176,0.952090612952868,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.015245
31.0802777818149,0.323008771279372,73.05,0.103752423279872,45.66,0.587231082165199,0.876914239980025,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4234.0273
31.2466370918212,0.32477642310626,73.05,0.106172078772685,45.66,0.596986193573275,0.861915211591877,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.062918
31.0663759572789,0.322487069332003,73.05,0.103299901226627,45.66,0.561574028669668,0.940170757448636,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4234.064802
31.1255049116129,0.323090410618457,73.05,0.100711253744886,45.66,0.576652805971922,0.901097421275254,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.095645
30.8799717437544,0.320815523333823,73.05,0.100802726567903,45.66,0.571073168919425,0.906691941292681,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.098501
30.8799865381444,0.320817419488765,73.05,0.100802918867213,45.66,0.571080979379406,0.906677083535599,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.098501
30.8799801463887,0.320817208239778,73.05,0.100802726567903,45.66,0.571080979379406,0.906678869129463,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.098502
30.8799801463887,0.320817208239778,73.05,0.100802726567903,45.66,0.571080979379406,0.906678869129463,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.098502
30.9219703459476,0.321272332244593,73.05,0.101390144170146,45.66,0.571810863898986,0.906791794304478,0.1724813346271,0.001118651640393,9.99432815226378E-06,0.826390019404355,-4234.113013
31.1615419955849,0.323372375298932,73.05,0.104614621800048,45.66,0.558749535219596,0.952425837462885,0.716994673163304,0.001924897496309,5.33000024002958E-05,0.281027129337987,-4234.11752
31.0996034587131,0.324072469191312,73.05,0.104322555651254,45.66,0.594984058552005,0.881166114088907,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4234.118476
30.8581496639449,0.320535267026025,73.05,0.099804679770201,45.66,0.569998542838115,0.907308157076445,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.119115
30.9020713612267,0.321096664810963,73.05,0.101810753833582,45.66,0.572129550920738,0.906133993718526,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.119474
30.8723098783525,0.320440548394159,73.05,0.100558401751304,45.66,0.565426712256838,0.914283419266582,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.124742
30.8874787231599,0.321193539425482,73.05,0.101037610600919,45.66,0.5767917891732,0.899191654633983,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.125249
31.0459000977914,0.321439362235589,73.05,0.102643621332309,45.66,0.554952373674383,0.934160024722551,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4234.127051
31.3560501540095,0.325876071868956,73.05,0.111247879164503,45.66,0.584543449383875,0.902530273428515,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.128059
31.1814753897396,0.32412405084311,73.05,0.105257811304881,45.66,0.595522649719867,0.86221868596769,0.716994673163304,0.001924897496309,5.33000024002958E-05,0.281027129337987,-4234.156733
31.1979212574654,0.322577367249514,73.05,0.104592202837856,45.66,0.550422810235165,0.945368588270574,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.166233
30.8366345268025,0.320260950030233,73.05,0.098816514623961,45.66,0.568880338890991,0.908017555692921,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.180054
30.9244379278658,0.321380797578071,73.05,0.102828861371917,45.66,0.573199603302724,0.905570629186806,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.183181
31.0824898041479,0.323093112693729,73.05,0.103824022671815,45.66,0.590940203013223,0.868231920772302,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4234.190532
30.8647731483328,0.320072151703262,73.05,0.100315128145394,45.66,0.559828427977067,0.922009385760339,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.202518
30.8951211218196,0.321582595412921,73.05,0.101271568213193,45.66,0.582559707064932,0.891834478585231,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.206415
31.2249614256712,0.323956659317294,73.05,0.105470837334911,45.66,0.556452753126132,0.961611519082396,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.221776
31.064491786159,0.322415652704459,73.05,0.103238888660459,45.66,0.557923000472531,0.949572465023122,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4234.224963
31.2740706435653,0.326323206879094,73.05,0.106959784663238,45.66,0.608009214516776,0.869707248909863,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.227378
30.8159025026375,0.320054507299674,73.05,0.09783813329105,45.66,0.570619365460696,0.902618708953849,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.289669
30.9471982686076,0.321677225791661,73.05,0.103857149985637,45.66,0.574220396884143,0.905192687332392,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.290676
31.2484728900297,0.324841119561923,73.05,0.106233346787846,45.66,0.600673691089354,0.85338139761572,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.304388
31.1030255356645,0.322687291754752,73.05,0.099714112618699,45.66,0.571180469258658,0.910597745630328,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.305987
31.1597884154403,0.323306067135072,73.05,0.104557863710443,45.66,0.555093332474907,0.961950095837514,0.716994673163304,0.001924897496309,5.33000024002958E-05,0.281027129337987,-4234.324725
30.8567823658992,0.319701091096915,73.05,0.100048737903822,45.66,0.554285572254522,0.929929207798144,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.330365
31.0379527888879,0.321083257654685,73.05,0.102374757875952,45.66,0.549457795717211,0.942322942140869,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4234.331577
31.1072750807149,0.324471674721023,73.05,0.10454634554167,45.66,0.600933899137525,0.874166314963724,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4234.337786
30.9026306164718,0.32196400774696,73.05,0.101501088515408,45.66,0.588385304135581,0.884604087936848,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.343428
31.3809418814868,0.326183513932131,73.05,0.112360357956148,45.66,0.585020339822442,0.903305211438354,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.39607
31.0844289360736,0.323170900800842,73.05,0.10388434189609,45.66,0.594639567176446,0.859635565121091,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4234.399546
30.7942866168913,0.319698321970225,73.05,0.09686943890203,45.66,0.566509107028802,0.909569861117619,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.417194
44.3811004524691,0.456359405313919,73.05,0.283745622697814,45.66,0.960980344482816,0.830775626758184,0.00519959689264,0.001718986732707,6.2401818195707E-05,0.993019014556457,-4234.419035
31.0626533778501,0.32234533970575,73.05,0.103179352110703,45.66,0.554301667381713,0.959068189673353,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4234.420563
31.1901249652252,0.322227889329965,73.05,0.104326615436423,45.66,0.544973079440757,0.953624744071464,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.437189
30.9697320749063,0.321914454324838,73.05,0.104895721485493,45.66,0.573765231931051,0.907456575251209,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.445136
31.0817633088521,0.318026515977551,73.05,0.102971945813723,45.66,0.559654691174488,0.922033971427559,0.716994640874387,0.001924897409624,5.33450336908809E-05,0.281027116682298,-4234.452464
31.2230474292769,0.323882928869475,73.05,0.105409608701407,45.66,0.552813803707963,0.97122763427322,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.462421
31.3398510089306,0.330918814413219,73.05,0.107863928676779,45.66,0.590513128988904,0.901985567253054,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.480099
30.8489531018757,0.319341197636659,73.05,0.099784207258157,45.66,0.548797596291606,0.937952677175702,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.506819
30.9100581520075,0.322357155009009,73.05,0.101720755538747,45.66,0.594269157176937,0.877497135641038,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.537691
31.2817575997417,0.326726311487404,73.05,0.10717952059267,45.66,0.614089306661944,0.862875121774423,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.541995
31.1434351199366,0.318006476270661,73.05,0.104044096805944,45.66,0.571554192898492,0.899765947019793,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.553105
31.1576981367846,0.323230337485539,73.05,0.104489017194053,45.66,0.551462159930724,0.971569596795889,0.716994673163304,0.001924897496309,5.33000024002958E-05,0.281027129337987,-4234.566015
31.2504157671967,0.324918638089437,73.05,0.106294074777789,45.66,0.604390477230519,0.844932076847248,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.593847
31.0826685251267,0.322523889662125,73.05,0.098726844176929,45.66,0.574351753868633,0.902204869797758,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.59428
30.7747651636087,0.319611989481342,73.05,0.095910335546565,45.66,0.570324276505632,0.902534036859739,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.611933
31.1147980305197,0.324867660694074,73.05,0.104762858400151,45.66,0.606943238128901,0.867257861653151,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4234.616428
30.9934897336744,0.322271602315911,73.05,0.105944678700348,45.66,0.576326192039507,0.904385665929065,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.640781
31.0606154704009,0.322268248814887,73.05,0.103113704243041,45.66,0.550668092221984,0.968658871570086,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4234.650571
31.0863493529302,0.323239676742171,73.05,0.103947449112628,45.66,0.598311406784268,0.85112432190207,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4234.65562
31.4062533491899,0.326509120306839,73.05,0.113483961535709,45.66,0.586151727081966,0.903070779988924,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.715922
30.8409994726318,0.318987746868263,73.05,0.099509388122545,45.66,0.543363956724362,0.946085855171595,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.730401
31.2211789172693,0.323816353798194,73.05,0.105346692862291,45.66,0.549198381095904,0.980939910615952,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.736181
31.1820021022721,0.321879530594628,73.05,0.104043237288657,45.66,0.539577306376987,0.962068797578118,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.752676
30.9176580677899,0.322756589917319,73.05,0.101944332092265,45.66,0.600211848748707,0.870567405085233,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.790593
30.7528023770009,0.319111228627012,73.05,0.094960728263925,45.66,0.563988224430839,0.911156108488656,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.796768
31.1557428198176,0.323159622820564,73.05,0.104423229960915,45.66,0.54779823080304,0.981285292763848,0.716994673163304,0.001924897496309,5.33000024002958E-05,0.281027129337987,-4234.840393
31.0603346603103,0.322053535818705,73.05,0.097749350670227,45.66,0.568087209103811,0.912602584973639,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.868217
31.0218493301995,0.320370927131621,73.05,0.101821940070553,45.66,0.538631306457417,0.958797530022988,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4234.878458
31.0171156761351,0.322578927207238,73.05,0.107004125487351,45.66,0.577387153052704,0.904053450829431,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.885072
31.0586568965428,0.322195550505426,73.05,0.103048984156534,45.66,0.547043025199681,0.978345460285787,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4234.913979
31.2892226627325,0.327138028032398,73.05,0.107382229506448,45.66,0.620230199728563,0.856205515756262,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.918227
31.2526050580958,0.325002649811139,73.05,0.106363556345489,45.66,0.608114914059995,0.836566412720047,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4234.932618
31.1223253017179,0.325271234526275,73.05,0.104974434489404,45.66,0.61301267051019,0.86046671549305,0.253721811382765,0.001366802476865,9.76528568530406E-05,0.744813733283516,-4234.955761
31.0885197943284,0.323322968647835,73.05,0.104017163280437,45.66,0.601999722837408,0.842697348417892,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4234.960062
30.8328270258204,0.318623179181193,73.05,0.099225889686334,45.66,0.537984115568675,0.954270867560746,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4234.999621
30.7324081223935,0.318806429212946,73.05,0.094020523033589,45.66,0.562555953702073,0.912132533236192,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4235.03487
31.2193409675867,0.32374704872757,73.05,0.105287464566586,45.66,0.545555103806149,0.990749309722112,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4235.042073
44.4036715941315,0.456913320644068,73.05,0.284102094114694,45.66,0.970590147927644,0.825027911606414,0.00519959689264,0.001718986732707,6.2401818195707E-05,0.993019014556457,-4235.061281
31.4320323957344,0.326852727763567,73.05,0.114618801151066,45.66,0.587264846883835,0.902957448711055,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4235.087865
30.9250862570041,0.323156441248221,73.05,0.102157398629865,45.66,0.606213967236194,0.863755145340126,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4235.103503
31.1736110142305,0.321532721651548,73.05,0.103742938762491,45.66,0.534234956808898,0.970628802420905,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4235.111213
31.0412110649806,0.322904386838066,73.05,0.108074166742225,45.66,0.578440229973231,0.903876922693027,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4235.176505
31.0392335588869,0.321706501390128,73.05,0.096781535317056,45.66,0.566329469938867,0.913647750896537,0.455640108089135,0.000380748020406,0.00010330189814,0.54387584199232,-4235.194449
31.056799842786,0.322127894404473,73.05,0.102986914169956,45.66,0.543416186696951,0.988128914888645,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4235.209801
30.7121826565651,0.318485712238791,73.05,0.09308962676593,45.66,0.561020408821036,0.913057532397517,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4235.301812
30.8243995171182,0.318276815792587,73.05,0.098919754606228,45.66,0.532657540167005,0.962692755938822,0.314189342787157,0.003590012806026,0.000330638055167,0.68189000635165,-4235.31298
31.0904179504257,0.323392694968595,73.05,0.104079652221038,45.66,0.605710811275672,0.834353810314744,0.253721799421521,0.00136680241243,9.76999953941148E-05,0.744813698170655,-4235.314205
